% Yavuz Selim TASPINAR, Murat KOKLU and Mustafa ALTIN

% CV:https://www.muratkoklu.com/en/publications/
% DATASET: https://www.muratkoklu.com/datasets

% Citation Request :
% 1: KOKLU M., TASPINAR Y.S.,  (2021).  Determining the Extinguishing Status of Fuel Flames With Sound Wave by Machine Learning Methods.  IEEE Access, 9, pp.86207-86216, Doi: 10.1109/ACCESS.2021.3088612
% Link: https://ieeexplore.ieee.org/document/9452168 (Open Access)
% https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9452168
%
% 2: TASPINAR Y.S., KOKLU M., ALTIN M., (2021).  Classification of Flame Extinction Based on Acoustic Oscillations using Artificial Intelligence Methods.  Case Studies in Thermal Engineering, 28, 101561, Doi: 10.1016/j.csite.2021.101561
% Link: https://www.sciencedirect.com/science/article/pii/S2214157X21007243  (Open Access) 
% https://www.sciencedirect.com/sdfe/reader/pii/S2214157X21007243/pdf
%
% 3: TASPINAR Y.S., KOKLU M., ALTIN M., (2022).  Acoustic-Driven %Airflow Flame Extinguishing System Design and Analysis of Capabilities of Low Frequency in Different Fuels.  Fire Technology, Doi: 10.1007/s10694-021-01208-9
% Link: https://link.springer.com/content/pdf/10.1007/s10694-021-01208-9.pdf
%
%
%
% SHORT DESCRIPTION: The dataset was obtained as a result of the extinguishing tests of four different fuel flames with a sound wave extinguishing system. The sound wave fire-extinguishing system consists of 4 subwoofers with a total power of 4,000 Watt placed in the collimator cabinet. There are two amplifiers that enable the sound come to these subwoofers as boosted. Power supply that powers the system and filter circuit ensuring that the sound frequencies are properly transmitted to the system is located within the control unit. While computer is used as frequency source, anemometer was used to measure the airflow resulted from sound waves during the extinguishing phase of the flame, and a decibel meter to measure the sound intensity. An infrared thermometer was used to measure the temperature of the flame and the fuel can, and a camera is installed to detect the extinction time of the flame. A total of 17,442 tests were conducted with this experimental setup. The experiments are planned as follows:
% 1. Three different liquid fuels and LPG fuel were used to create the flame.
% 2. 5 different sizes of liquid fuel cans are used to achieve different size of flames.
% 3. Half and full gas adjustment is used for LPG fuel.
% 4. While carrying out each experiment, the fuel container, at 10 cm distance, was moved forward up to 190 cm by increasing the distance by 10 cm each time.
% 5. Along with the fuel container, anemometer and decibel meter were moved forward in the same dimensions.
% 6. Fire extinguishing experiments was conducted with 54 different frequency sound waves at each distance and flame size.
% Throughout the flame extinguishing experiments, the data obtained from each measurement device was recorded and a dataset was created. The dataset includes the features of fuel container size representing the flame size, fuel type, frequency, decibel, distance, airflow and flame extinction. Accordingly, 6 input features and 1 output feature will be used in models. The explanation of a total of seven features for liquid fuels in the dataset is given in Table 1, and the explanation of 7 features for LPG fuel is given in Table 2.
% The status property (flame extinction or non-extinction states) can be predicted by using six features in the dataset. Status and fuel features are categorical, while other features are numerical. 8,759 of the 17,442 test results are the non-extinguishing state of the flame. 8,683 of them are the extinction state of the flame. According to these numbers, it can be said that the class distribution of the dataset is almost equal."				
% 
% KEYWORDS: Fire, Extinguishing System, Sound wave, Machine learning, Fire safety, Low frequency, Acoustic

% Data properties and descriptions for liquid fuels				
% FEATURES		MIN/MAX VALUES					UNIT	DESCRIPTIONS	
% SIZE			7, 12, 14, 16, 20				cm		Recorded as 7 cm=1, 12 cm=2, 14 cm=3, 16 cm=4, 20 cm=5	
% FUEL			Gasoline, Kerosene, Thinner				Fuel type	
% DISTANCE		10 - 190						cm		
% DESIBEL		72 - 113						dB		
% AIRFLOW		0 - 17							m/s		
% FREQUENCY		1-75							Hz		
% STATUS		0, 1									0 indicates the non-extinction state, 1 indicates the extinction state	
% 				
% 			
% Data properties and descriptions for LPG				
% FEATURES		MIN/MAX VALUES									UNIT		DESCRIPTIONS	
% SIZE			Half throttle setting, Full throttle setting				Reocerded as Half throttle setting=6, Full throttle setting=7	
% FUEL			LPG															Fuel type	
% DISTANCE		10 - 190										cm		
% DESIBEL		72 - 113										dB		
% AIRFLOW		0 - 17											m/s		
% FREQUENCY		1-75											Hz		
% STATUS		0, 1														0 indicates the non-extinction state, 1 indicates the extinction state	
% 
% 
@RELATION Acoustic_Extinguisher_Fire_Dataset
@ATTRIBUTE SIZE	INTEGER
@ATTRIBUTE FUEL	{gasoline,thinner,kerosene,lpg}
@ATTRIBUTE DISTANCE	INTEGER
@ATTRIBUTE DESIBEL	INTEGER
@ATTRIBUTE AIRFLOW	REAL
@ATTRIBUTE FREQUENCY	INTEGER
@ATTRIBUTE CLASS	{0, 1}

@DATA
2,thinner,170,91,3.7,21,0
2,thinner,170,92,3.9,20,0
2,thinner,170,92,3.6,19,0
2,thinner,170,93,3.6,18,0
2,thinner,170,88,4.2,17,1
2,thinner,170,94,3.3,16,0
2,thinner,170,88,3.1,15,0
2,thinner,170,92,3.3,14,0
2,thinner,170,91,2.8,13,0
2,thinner,170,93,2.2,12,0
2,thinner,170,92,1.3,11,0
2,thinner,170,91,2.0,10,0
2,thinner,170,91,2.1,9,0
2,thinner,170,91,2.2,8,0
2,thinner,170,91,2.0,7,0
2,thinner,170,86,3.1,6,0
2,thinner,170,85,3.3,5,0
2,thinner,170,84,3.6,4,0
2,thinner,170,83,2.0,3,0
2,thinner,170,78,1.4,2,0
2,thinner,170,76,0.0,1,0
2,thinner,180,104,0.0,75,0
2,thinner,180,97,0.0,72,0
2,thinner,180,96,0.0,70,0
2,thinner,180,97,0.0,68,0
2,thinner,180,96,0.0,67,0
2,thinner,180,104,0.0,66,0
2,thinner,180,105,1.1,65,0
2,thinner,180,95,2.1,60,0
2,thinner,180,95,1.5,55,0
2,thinner,180,103,2.5,52,0
2,thinner,180,102,2.5,51,0
2,thinner,180,95,2.7,50,0
2,thinner,180,95,2.7,48,0
2,thinner,180,94,2.5,47,0
2,thinner,180,94,2.6,46,0
2,thinner,180,92,3.1,45,0
2,thinner,180,101,3.1,44,0
2,thinner,180,101,3.2,42,0
2,thinner,180,94,3.4,40,0
2,thinner,180,97,2.9,38,0
2,thinner,180,102,3.6,36,0
2,thinner,180,93,3.4,35,0
2,thinner,180,93,3.6,34,0
2,thinner,180,93,4.0,33,0
2,thinner,180,93,3.9,32,0
2,thinner,180,92,3.8,30,0
2,thinner,180,94,3.8,28,0
2,thinner,180,98,3.7,27,0
2,thinner,180,95,3.8,26,0
2,thinner,180,96,3.9,25,0
2,thinner,180,93,3.6,24,0
2,thinner,180,92,3.2,23,0
2,thinner,180,91,3.2,22,0
2,thinner,180,91,2.9,21,0
2,thinner,180,91,3.2,20,0
2,thinner,180,91,2.5,19,0
2,thinner,180,92,4.4,18,0
2,thinner,180,89,3.4,17,0
2,thinner,180,102,3.2,16,0
2,thinner,180,88,3.6,15,0
2,thinner,180,92,3.3,14,0
2,thinner,180,90,2.9,13,0
2,thinner,180,93,2.2,12,0
2,thinner,180,92,1.7,11,0
2,thinner,180,92,2.2,10,0
2,thinner,180,92,2.2,9,0
2,thinner,180,91,2.1,8,0
2,thinner,180,90,2.8,7,0
2,thinner,180,88,3.3,6,0
2,thinner,180,87,2.8,5,0
2,thinner,180,85,1.6,4,0
2,thinner,180,83,1.6,3,0
2,thinner,180,80,1.4,2,0
2,thinner,180,74,0.0,1,0
2,thinner,190,104,0.0,75,0
2,thinner,190,105,0.0,72,0
2,thinner,190,96,0.0,70,0
2,thinner,190,96,0.0,68,0
2,thinner,190,96,0.0,67,0
2,thinner,190,96,0.0,66,0
2,thinner,190,96,1.0,65,0
2,thinner,190,95,2.1,60,0
2,thinner,190,94,1.6,55,0
2,thinner,190,94,2.5,52,0
2,thinner,190,102,2.5,51,0
2,thinner,190,102,2.6,50,0
2,thinner,190,93,2.3,48,0
2,thinner,190,94,2.6,47,0
2,thinner,190,102,2.6,46,0
2,thinner,190,93,2.5,45,0
2,thinner,190,97,2.8,44,0
2,thinner,190,103,3.2,42,0
2,thinner,190,94,2.9,40,0
2,thinner,190,96,2.9,38,0
2,thinner,190,100,2.7,36,0
2,thinner,190,93,2.7,35,0
2,thinner,190,95,2.9,34,0
2,thinner,190,95,2.2,33,0
2,thinner,190,92,2.6,32,0
2,thinner,190,94,2.2,30,0
2,thinner,190,97,2.6,28,0
2,thinner,190,100,3.2,27,0
2,thinner,190,96,2.9,26,0
2,thinner,190,102,2.9,25,0
2,thinner,190,94,3.1,24,0
2,thinner,190,93,3.2,23,0
2,thinner,190,90,2.9,22,0
2,thinner,190,90,2.6,21,0
2,thinner,190,91,2.5,20,0
2,thinner,190,92,2.0,19,0
2,thinner,190,92,2.3,18,0
2,thinner,190,92,2.7,17,0
2,thinner,190,96,2.6,16,0
2,thinner,190,90,3.6,15,0
2,thinner,190,94,2.9,14,0
2,thinner,190,91,3.3,13,0
2,thinner,190,93,2.0,12,0
2,thinner,190,92,1.4,11,0
2,thinner,190,91,1.6,10,0
2,thinner,190,92,2.0,9,0
2,thinner,190,91,1.9,8,0
2,thinner,190,91,1.6,7,0
2,thinner,190,87,2.5,6,0
2,thinner,190,86,2.2,5,0
2,thinner,190,84,2.0,4,0
2,thinner,190,80,1.5,3,0
2,thinner,190,76,0.4,2,0
2,thinner,190,72,0.0,1,0
3,thinner,10,96,0.0,75,0
3,thinner,10,96,0.0,72,0
3,thinner,10,96,2.6,70,1
3,thinner,10,96,3.2,68,1
3,thinner,10,109,4.5,67,1
3,thinner,10,109,7.8,66,1
3,thinner,10,103,9.7,65,1
3,thinner,10,95,12.0,60,1
3,thinner,10,102,13.3,55,1
3,thinner,10,93,15.4,52,1
3,thinner,10,93,15.1,51,1
3,thinner,10,95,15.2,50,1
3,thinner,10,110,15.4,48,1
3,thinner,10,111,15.2,47,1
3,thinner,10,109,15.4,46,1
3,thinner,10,105,15.2,45,1
3,thinner,10,111,16.0,44,1
3,thinner,10,110,15.7,42,1
3,thinner,10,106,15.4,40,1
3,thinner,10,111,15.5,38,1
3,thinner,10,110,15.2,36,1
3,thinner,10,103,14.9,35,1
3,thinner,10,109,14.9,34,1
3,thinner,10,108,14.9,33,1
3,thinner,10,110,15.1,32,1
3,thinner,10,109,17.0,30,1
3,thinner,10,108,15.5,28,1
3,thinner,10,108,15.4,27,1
3,thinner,10,107,15.5,26,1
3,thinner,10,109,16.6,25,1
3,thinner,10,108,15.2,24,1
3,thinner,10,108,15.4,23,1
3,thinner,10,108,15.4,22,1
3,thinner,10,109,15.2,21,1
3,thinner,10,108,15.7,20,1
3,thinner,10,108,15.2,19,1
3,thinner,10,106,15.1,18,1
3,thinner,10,105,14.5,17,1
3,thinner,10,105,13.8,16,1
3,thinner,10,106,14.4,15,1
3,thinner,10,106,12.3,14,1
3,thinner,10,93,11.9,13,1
3,thinner,10,90,11.9,12,1
3,thinner,10,92,12.5,11,1
3,thinner,10,105,13.8,10,1
3,thinner,10,91,12.9,9,1
3,thinner,10,105,12.9,8,1
3,thinner,10,105,12.3,7,1
3,thinner,10,90,11.8,6,1
3,thinner,10,90,11.0,5,1
3,thinner,10,88,8.8,4,1
3,thinner,10,85,6.0,3,1
3,thinner,10,83,3.1,2,1
3,thinner,10,75,0.8,1,0
3,thinner,20,96,0.0,75,0
3,thinner,20,96,0.0,72,0
3,thinner,20,103,1.0,70,1
3,thinner,20,107,1.1,68,1
3,thinner,20,96,4.0,67,1
3,thinner,20,105,6.5,66,1
3,thinner,20,104,7.5,65,1
3,thinner,20,95,9.0,60,1
3,thinner,20,103,12.0,55,1
3,thinner,20,110,15.0,52,1
3,thinner,20,112,14.6,51,1
3,thinner,20,113,15.2,50,1
3,thinner,20,111,14.9,48,1
3,thinner,20,110,15.5,47,1
3,thinner,20,95,16.0,46,1
3,thinner,20,95,16.3,45,1
3,thinner,20,92,16.0,44,1
3,thinner,20,92,16.0,42,1
3,thinner,20,104,15.5,40,1
3,thinner,20,90,15.2,38,1
3,thinner,20,90,15.2,36,1
3,thinner,20,91,15.0,35,1
3,thinner,20,108,15.2,34,1
3,thinner,20,108,14.8,33,1
3,thinner,20,90,14.1,32,1
3,thinner,20,105,13.5,30,1
3,thinner,20,92,13.3,28,1
3,thinner,20,88,13.3,27,1
3,thinner,20,106,12.8,26,1
3,thinner,20,106,13.8,25,1
3,thinner,20,106,13.3,24,1
3,thinner,20,92,13.8,23,1
3,thinner,20,91,13.6,22,1
3,thinner,20,92,13.2,21,1
3,thinner,20,106,13.2,20,1
3,thinner,20,92,13.5,19,1
3,thinner,20,90,13.2,18,1
3,thinner,20,89,12.8,17,1
3,thinner,20,92,12.3,16,1
3,thinner,20,105,12.3,15,1
3,thinner,20,93,11.5,14,1
3,thinner,20,91,11.2,13,1
3,thinner,20,91,11.9,12,1
3,thinner,20,91,11.5,11,1
3,thinner,20,105,12.3,10,1
3,thinner,20,92,12.0,9,1
3,thinner,20,91,12.2,8,1
3,thinner,20,90,11.5,7,1
3,thinner,20,90,11.0,6,1
3,thinner,20,100,9.6,5,1
3,thinner,20,87,7.8,4,1
3,thinner,20,80,5.0,3,1
3,thinner,20,78,3.7,2,0
3,thinner,20,76,1.0,1,0
3,thinner,30,106,0.0,75,0
3,thinner,30,96,0.0,72,0
3,thinner,30,101,0.4,70,1
3,thinner,30,104,0.4,68,1
3,thinner,30,96,2.2,67,1
3,thinner,30,101,5.0,66,1
3,thinner,30,103,7.0,65,1
3,thinner,30,95,6.5,60,1
3,thinner,30,103,14.4,55,1
3,thinner,30,107,13.3,52,1
3,thinner,30,107,13.8,51,1
3,thinner,30,106,14.8,50,1
3,thinner,30,109,15.4,48,1
3,thinner,30,111,15.5,47,1
3,thinner,30,112,16.0,46,1
3,thinner,30,110,16.0,45,1
3,thinner,30,111,16.3,44,1
3,thinner,30,110,16.1,42,1
3,thinner,30,110,15.2,40,1
3,thinner,30,110,15.2,38,1
3,thinner,30,110,14.8,36,1
3,thinner,30,108,14.4,35,1
3,thinner,30,108,14.2,34,1
3,thinner,30,92,13.2,33,1
3,thinner,30,89,14.2,32,1
3,thinner,30,89,13.5,30,1
3,thinner,30,89,12.3,28,1
3,thinner,30,90,12.0,27,1
3,thinner,30,92,12.5,26,1
3,thinner,30,108,11.5,25,1
3,thinner,30,107,12.3,24,1
3,thinner,30,106,11.5,23,1
3,thinner,30,88,11.9,22,1
3,thinner,30,87,12.0,21,1
3,thinner,30,106,11.5,20,1
3,thinner,30,87,12.3,19,1
3,thinner,30,86,11.6,18,1
3,thinner,30,85,11.0,17,1
3,thinner,30,89,10.9,16,1
3,thinner,30,90,10.3,15,1
3,thinner,30,89,10.7,14,1
3,thinner,30,86,10.0,13,1
3,thinner,30,85,10.7,12,1
3,thinner,30,92,10.9,11,1
3,thinner,30,90,12.0,10,1
3,thinner,30,97,11.8,9,1
3,thinner,30,92,11.3,8,1
3,thinner,30,89,11.3,7,1
3,thinner,30,87,11.0,6,1
3,thinner,30,88,10.2,5,1
3,thinner,30,87,9.2,4,1
3,thinner,30,86,7.4,3,1
3,thinner,30,78,4.5,2,1
3,thinner,30,75,0.0,1,0
3,thinner,40,104,0.0,75,0
3,thinner,40,96,0.0,72,0
3,thinner,40,96,0.0,70,1
3,thinner,40,96,0.0,68,1
3,thinner,40,96,1.3,67,1
3,thinner,40,101,3.2,66,1
3,thinner,40,102,4.5,65,1
3,thinner,40,106,12.3,60,1
3,thinner,40,107,9.2,55,1
3,thinner,40,108,13.9,52,1
3,thinner,40,94,13.9,51,1
3,thinner,40,93,13.5,50,1
3,thinner,40,93,14.5,48,1
3,thinner,40,107,14.4,47,1
3,thinner,40,107,14.5,46,1
3,thinner,40,107,14.9,45,1
3,thinner,40,107,15.2,44,1
3,thinner,40,107,15.2,42,1
3,thinner,40,108,14.8,40,1
3,thinner,40,110,14.4,38,1
3,thinner,40,110,14.4,36,1
3,thinner,40,109,14.9,35,1
3,thinner,40,107,14.4,34,1
3,thinner,40,108,14.4,33,1
3,thinner,40,106,14.5,32,1
3,thinner,40,91,14.9,30,1
3,thinner,40,92,14.1,28,1
3,thinner,40,93,14.4,27,1
3,thinner,40,106,13.5,26,1
3,thinner,40,92,13.5,25,1
3,thinner,40,90,12.5,24,1
3,thinner,40,90,12.3,23,1
3,thinner,40,87,13.2,22,1
3,thinner,40,89,13.1,21,1
3,thinner,40,90,12.3,20,1
3,thinner,40,88,12.0,19,1
3,thinner,40,86,11.5,18,1
3,thinner,40,85,11.3,17,1
3,thinner,40,92,11.5,16,1
3,thinner,40,91,10.4,15,1
3,thinner,40,89,10.9,14,1
3,thinner,40,87,10.0,13,1
3,thinner,40,90,10.0,12,1
3,thinner,40,91,10.3,11,1
3,thinner,40,90,10.0,10,1
3,thinner,40,91,11.3,9,1
3,thinner,40,91,11.5,8,1
3,thinner,40,90,11.0,7,1
3,thinner,40,87,11.2,6,1
3,thinner,40,86,10.0,5,1
3,thinner,40,85,9.2,4,1
3,thinner,40,86,7.4,3,1
3,thinner,40,80,4.5,2,1
3,thinner,40,75,0.0,1,0
3,thinner,50,95,0.0,75,0
3,thinner,50,96,0.0,72,0
3,thinner,50,96,0.0,70,0
3,thinner,50,101,0.0,68,0
3,thinner,50,101,0.0,67,0
3,thinner,50,100,2.8,66,0
3,thinner,50,104,4.0,65,1
3,thinner,50,106,11.2,60,1
3,thinner,50,94,6.4,55,1
3,thinner,50,108,13.2,52,1
3,thinner,50,108,12.5,51,1
3,thinner,50,108,13.2,50,1
3,thinner,50,108,13.4,48,1
3,thinner,50,107,13.5,47,1
3,thinner,50,106,13.3,46,1
3,thinner,50,107,14.4,45,1
3,thinner,50,92,14.9,44,1
3,thinner,50,92,14.9,42,1
3,thinner,50,92,13.6,40,1
3,thinner,50,95,14.3,38,1
3,thinner,50,108,14.5,36,1
3,thinner,50,107,14.2,35,1
3,thinner,50,107,14.1,34,1
3,thinner,50,107,14.4,33,1
3,thinner,50,106,14.1,32,1
3,thinner,50,106,14.2,30,1
3,thinner,50,108,13.5,28,1
3,thinner,50,108,13.5,27,1
3,thinner,50,107,13.3,26,1
3,thinner,50,106,12.5,25,1
3,thinner,50,105,12.9,24,1
3,thinner,50,92,12.3,23,1
3,thinner,50,106,12.5,22,1
3,thinner,50,105,12.5,21,1
3,thinner,50,105,11.5,20,1
3,thinner,50,106,12.5,19,1
3,thinner,50,104,12.0,18,1
3,thinner,50,88,10.6,17,1
3,thinner,50,93,10.4,16,1
3,thinner,50,92,10.3,15,1
3,thinner,50,90,11.0,14,1
3,thinner,50,89,10.0,13,1
3,thinner,50,92,9.9,12,1
3,thinner,50,89,10.3,11,1
3,thinner,50,90,10.3,10,1
3,thinner,50,90,10.2,9,1
3,thinner,50,91,11.2,8,1
3,thinner,50,90,11.3,7,1
3,thinner,50,90,10.5,6,1
3,thinner,50,90,9.3,5,1
3,thinner,50,86,8.3,4,1
3,thinner,50,84,5.8,3,1
3,thinner,50,82,3.2,2,0
3,thinner,50,75,0.0,1,0
3,thinner,60,102,0.0,75,0
3,thinner,60,102,0.0,72,0
3,thinner,60,102,0.0,70,0
3,thinner,60,106,0.0,68,0
3,thinner,60,97,2.8,67,0
3,thinner,60,102,3.7,66,0
3,thinner,60,103,4.4,65,0
3,thinner,60,95,9.5,60,1
3,thinner,60,107,11.0,55,1
3,thinner,60,106,11.0,52,1
3,thinner,60,105,11.6,51,1
3,thinner,60,105,12.5,50,1
3,thinner,60,108,12.6,48,1
3,thinner,60,110,13.8,47,1
3,thinner,60,109,13.8,46,1
3,thinner,60,108,14.2,45,1
3,thinner,60,108,14.2,44,1
3,thinner,60,107,14.8,42,1
3,thinner,60,107,13.8,40,1
3,thinner,60,108,14.6,38,1
3,thinner,60,107,14.4,36,1
3,thinner,60,108,14.5,35,1
3,thinner,60,108,14.1,34,1
3,thinner,60,107,14.2,33,1
3,thinner,60,107,14.2,32,1
3,thinner,60,106,14.0,30,1
3,thinner,60,107,13.6,28,1
3,thinner,60,108,13.5,27,1
3,thinner,60,106,12.6,26,1
3,thinner,60,106,12.5,25,1
3,thinner,60,106,12.5,24,1
3,thinner,60,105,12.2,23,1
3,thinner,60,107,12.3,22,1
3,thinner,60,105,12.3,21,1
3,thinner,60,104,12.0,20,1
3,thinner,60,90,12.2,19,1
3,thinner,60,90,11.9,18,1
3,thinner,60,89,11.5,17,1
3,thinner,60,92,10.9,16,1
3,thinner,60,89,11.2,15,1
3,thinner,60,88,11.0,14,1
3,thinner,60,86,9.5,13,1
3,thinner,60,90,9.6,12,1
3,thinner,60,90,9.3,11,1
3,thinner,60,88,9.9,10,1
3,thinner,60,90,10.7,9,1
3,thinner,60,91,11.0,8,1
3,thinner,60,90,10.6,7,1
3,thinner,60,87,10.2,6,1
3,thinner,60,88,9.7,5,1
3,thinner,60,87,8.6,4,1
3,thinner,60,85,5.8,3,0
3,thinner,60,83,3.4,2,0
3,thinner,60,84,0.0,1,0
3,thinner,70,96,0.0,75,0
3,thinner,70,103,0.0,72,0
3,thinner,70,105,0.0,70,0
3,thinner,70,104,0.0,68,0
3,thinner,70,103,1.9,67,0
3,thinner,70,102,2.8,66,0
3,thinner,70,102,3.2,65,0
3,thinner,70,106,7.2,60,0
3,thinner,70,106,7.5,55,0
3,thinner,70,108,9.7,52,0
3,thinner,70,103,9.5,51,0
3,thinner,70,103,10.6,50,1
3,thinner,70,105,11.0,48,1
3,thinner,70,105,12.2,47,1
3,thinner,70,106,12.0,46,1
3,thinner,70,106,12.5,45,1
3,thinner,70,106,12.5,44,1
3,thinner,70,108,12.9,42,1
3,thinner,70,107,13.2,40,1
3,thinner,70,108,13.5,38,1
3,thinner,70,106,13.5,36,1
3,thinner,70,107,13.6,35,1
3,thinner,70,106,13.0,34,1
3,thinner,70,91,12.9,33,1
3,thinner,70,106,12.6,32,1
3,thinner,70,90,13.0,30,1
3,thinner,70,92,13.3,28,1
3,thinner,70,95,12.9,27,1
3,thinner,70,106,12.0,26,1
3,thinner,70,106,11.6,25,1
3,thinner,70,105,11.6,24,1
3,thinner,70,95,11.2,23,1
3,thinner,70,107,10.7,22,1
3,thinner,70,104,10.9,21,1
3,thinner,70,104,11.0,20,1
3,thinner,70,92,11.2,19,1
3,thinner,70,91,11.0,18,1
3,thinner,70,88,10.7,17,1
3,thinner,70,92,10.6,16,1
3,thinner,70,90,10.7,15,1
3,thinner,70,87,10.6,14,1
3,thinner,70,86,9.3,13,1
3,thinner,70,89,8.8,12,1
3,thinner,70,88,8.6,11,1
3,thinner,70,88,8.3,10,1
3,thinner,70,89,9.3,9,1
3,thinner,70,90,9.5,8,1
3,thinner,70,90,10.2,7,1
3,thinner,70,87,10.3,6,1
3,thinner,70,86,9.5,5,0
3,thinner,70,87,8.1,4,0
3,thinner,70,86,5.8,3,0
3,thinner,70,80,3.8,2,0
3,thinner,70,75,0.0,1,0
3,thinner,80,96,0.0,75,0
3,thinner,80,102,0.0,72,0
3,thinner,80,102,0.0,70,0
3,thinner,80,102,0.0,68,0
3,thinner,80,96,2.0,67,0
3,thinner,80,96,2.8,66,0
3,thinner,80,105,2.8,65,0
3,thinner,80,95,5.8,60,0
3,thinner,80,94,6.5,55,0
3,thinner,80,107,8.2,52,0
3,thinner,80,103,8.2,51,0
3,thinner,80,103,9.0,50,0
3,thinner,80,106,10.5,48,0
3,thinner,80,104,11.9,47,0
3,thinner,80,106,11.2,46,0
3,thinner,80,105,11.6,45,0
3,thinner,80,106,12.0,44,0
3,thinner,80,107,12.2,42,0
3,thinner,80,106,11.6,40,1
3,thinner,80,110,11.6,38,1
3,thinner,80,106,12.3,36,1
3,thinner,80,106,12.6,35,1
3,thinner,80,105,12.5,34,1
3,thinner,80,106,12.3,33,1
3,thinner,80,106,11.8,32,1
3,thinner,80,106,12.2,30,1
3,thinner,80,106,11.6,28,1
3,thinner,80,106,12.0,27,1
3,thinner,80,105,11.3,26,1
3,thinner,80,105,10.6,25,1
3,thinner,80,104,10.4,24,1
3,thinner,80,104,11.3,23,1
3,thinner,80,106,10.6,22,1
3,thinner,80,92,10.5,21,1
3,thinner,80,104,10.0,20,1
3,thinner,80,104,11.0,19,1
3,thinner,80,90,10.7,18,1
3,thinner,80,89,10.4,17,1
3,thinner,80,91,10.3,16,1
3,thinner,80,89,10.3,15,1
3,thinner,80,90,10.6,14,1
3,thinner,80,88,9.3,13,1
3,thinner,80,91,8.6,12,1
3,thinner,80,88,7.7,11,1
3,thinner,80,92,7.9,10,1
3,thinner,80,89,8.5,9,1
3,thinner,80,90,9.3,8,1
3,thinner,80,89,10.0,7,1
3,thinner,80,88,9.5,6,0
3,thinner,80,86,9.5,5,0
3,thinner,80,87,7.7,4,0
3,thinner,80,85,5.0,3,0
3,thinner,80,80,3.2,2,0
3,thinner,80,75,0.0,1,0
3,thinner,90,103,0.0,75,0
3,thinner,90,98,0.0,72,0
3,thinner,90,104,0.0,70,0
3,thinner,90,102,0.0,68,0
3,thinner,90,96,2.1,67,0
3,thinner,90,96,2.5,66,0
3,thinner,90,105,3.1,65,0
3,thinner,90,95,6.4,60,0
3,thinner,90,106,6.1,55,0
3,thinner,90,106,7.0,52,0
3,thinner,90,104,8.5,51,0
3,thinner,90,104,10.0,50,0
3,thinner,90,106,10.9,48,0
3,thinner,90,106,11.0,47,0
3,thinner,90,106,12.0,46,0
3,thinner,90,107,13.1,45,0
3,thinner,90,106,11.9,44,0
3,thinner,90,105,11.0,42,0
3,thinner,90,106,11.0,40,1
3,thinner,90,110,12.2,38,1
3,thinner,90,106,12.2,36,1
3,thinner,90,106,12.5,35,1
3,thinner,90,106,12.6,34,1
3,thinner,90,105,13.2,33,1
3,thinner,90,106,12.6,32,1
3,thinner,90,105,12.8,30,1
3,thinner,90,106,12.8,28,1
3,thinner,90,106,12.0,27,1
3,thinner,90,105,11.5,26,1
3,thinner,90,105,11.0,25,1
3,thinner,90,104,10.6,24,1
3,thinner,90,104,10.2,23,1
3,thinner,90,105,10.6,22,1
3,thinner,90,105,10.0,21,1
3,thinner,90,104,10.2,20,1
3,thinner,90,91,10.2,19,1
3,thinner,90,90,11.2,18,1
3,thinner,90,89,10.9,17,1
3,thinner,90,102,10.9,16,1
3,thinner,90,89,10.9,15,1
3,thinner,90,90,10.4,14,1
3,thinner,90,88,9.5,13,1
3,thinner,90,90,8.2,12,1
3,thinner,90,88,7.4,11,1
3,thinner,90,89,7.9,10,1
3,thinner,90,89,8.5,9,1
3,thinner,90,90,8.9,8,1
3,thinner,90,88,10.0,7,1
3,thinner,90,87,9.7,6,0
3,thinner,90,86,9.2,5,0
3,thinner,90,86,7.5,4,0
3,thinner,90,85,4.4,3,0
3,thinner,90,84,3.2,2,0
3,thinner,90,75,0.0,1,0
3,thinner,100,98,0.0,75,0
3,thinner,100,102,0.0,72,0
3,thinner,100,106,0.0,70,0
3,thinner,100,104,0.0,68,0
3,thinner,100,103,1.5,67,0
3,thinner,100,103,2.1,66,0
3,thinner,100,105,2.5,65,0
3,thinner,100,95,3.4,60,0
3,thinner,100,105,4.4,55,0
3,thinner,100,106,5.4,52,0
3,thinner,100,102,4.9,51,0
3,thinner,100,95,5.7,50,0
3,thinner,100,105,7.1,48,0
3,thinner,100,104,7.4,47,0
3,thinner,100,104,8.6,46,0
3,thinner,100,104,8.8,45,0
3,thinner,100,103,9.1,44,0
3,thinner,100,103,9.9,42,0
3,thinner,100,104,8.8,40,1
3,thinner,100,107,9.6,38,1
3,thinner,100,104,10.3,36,1
3,thinner,100,104,10.3,35,1
3,thinner,100,105,10.0,34,1
3,thinner,100,105,10.0,33,1
3,thinner,100,105,9.0,32,1
3,thinner,100,103,10.3,30,1
3,thinner,100,105,10.4,28,1
3,thinner,100,104,9.7,27,1
3,thinner,100,104,7.5,26,1
3,thinner,100,103,7.5,25,1
3,thinner,100,104,7.4,24,1
3,thinner,100,103,6.5,23,1
3,thinner,100,104,6.5,22,1
3,thinner,100,92,5.6,21,1
3,thinner,100,94,6.0,20,1
3,thinner,100,91,7.5,19,1
3,thinner,100,89,7.0,18,1
3,thinner,100,87,8.5,17,1
