% Citation Request :
% 1. OZKAN IA., KOKLU M. and SARACOGLU R. (2021). Classification of Pistachio Species Using Improved K-NN Classifier. Progress in Nutrition, Vol. 23, N. 2, pp. DOI:10.23751/pn.v23i2.9686.  (Open Access) 

% 2. SINGH D, TASPINAR YS, KURSUN R, CINAR I, KOKLU M, OZKAN IA, LEE H-N., (2022). Classification and Analysis of Pistachio Species with Pre-Trained Deep Learning Models, Electronics, 11 (7), 981. https://doi.org/10.3390/electronics11070981. (Open Access) 
% 
% DATASET: https://www.muratkoklu.com/datasets/
% Article Download (PDF): https://www.mattioli1885journals.com/index.php/progressinnutrition/article/view/9686/9178
% https://doi.org/10.3390/electronics11070981. 
% DATASET: https://www.muratkoklu.com/datasets/

@RELATION Pistachio_28_Features_Dataset
@ATTRIBUTE Area	INTEGER
@ATTRIBUTE Perimeter	REAL
@ATTRIBUTE Major_Axis	REAL
@ATTRIBUTE Minor_Axis	REAL
@ATTRIBUTE Eccentricity	REAL
@ATTRIBUTE Eqdiasq	REAL
@ATTRIBUTE Solidity	REAL
@ATTRIBUTE Convex_Area	INTEGER
@ATTRIBUTE Extent	REAL
@ATTRIBUTE Aspect_Ratio	REAL
@ATTRIBUTE Roundness	REAL
@ATTRIBUTE Compactness	REAL
@ATTRIBUTE Shapefactor_1	REAL
@ATTRIBUTE Shapefactor_2	REAL
@ATTRIBUTE Shapefactor_3	REAL
@ATTRIBUTE Shapefactor_4	REAL
@ATTRIBUTE Mean_RR	REAL
@ATTRIBUTE Mean_RG	REAL
@ATTRIBUTE Mean_RB	REAL
@ATTRIBUTE StdDev_RR	REAL
@ATTRIBUTE StdDev_RG	REAL
@ATTRIBUTE StdDev_RB	REAL
@ATTRIBUTE Skew_RR	REAL
@ATTRIBUTE Skew_RG	REAL
@ATTRIBUTE Skew_RB	REAL
@ATTRIBUTE Kurtosis_RR	REAL
@ATTRIBUTE Kurtosis_RG	REAL
@ATTRIBUTE Kurtosis_RB	REAL
@ATTRIBUTE Class	{Kirmizi_Pistachio, Siirt_Pistachio}

@DATA
73362,1100.2889,428.7806,221.174,0.8567,305.6263,0.9843,74530,0.7755,1.9387,0.7615,0.7128,0.0058,0.003,0.5081,0.9849,230.2569,220.8431,200.4902,25.5687,26.6907,27.1628,-0.9367,-0.7269,-0.5697,2.9105,2.5053,2.1315,Kirmizi_Pistachio
85526,1333.933,479.3066,233.0093,0.8739,329.9926,0.9506,89969,0.7304,2.057,0.604,0.6885,0.0056,0.0027,0.474,0.975,206.2872,191.2691,173.7643,17.2236,18.2869,21.2869,-0.5059,-0.3213,0.2831,3.1011,3.1424,3.7766,Kirmizi_Pistachio
63121,1589.677,447.8658,192.5081,0.9029,283.4928,0.8905,70880,0.6375,2.3265,0.3139,0.633,0.0071,0.003,0.4007,0.9322,192.5969,179.7983,171.5707,16.9747,18.3243,20.3175,0.9019,1.1289,1.2504,4.902,5.5951,5.6002,Kirmizi_Pistachio
81333,1221.348,506.2325,214.2905,0.906,321.8018,0.936,86896,0.6167,2.3624,0.6852,0.6357,0.0062,0.0026,0.4041,0.9546,213.5125,198.4636,190.2829,18.1364,20.3394,21.4102,-0.3745,-0.2428,0.2408,2.9622,3.0358,3.0798,Kirmizi_Pistachio
55508,1029.842,396.2707,191.7932,0.8751,265.8477,0.9104,60968,0.7225,2.0661,0.6577,0.6709,0.0071,0.0035,0.4501,0.9299,233.892,231.5303,217.418,25.1449,26.8659,28.6888,-1.3631,-1.237,-0.8553,4.0304,3.6527,2.9693,Kirmizi_Pistachio
70579,1399.671,432.6053,211.7505,0.872,299.7732,0.9514,74186,0.718,2.043,0.4527,0.6929,0.0061,0.003,0.4802,0.981,215.6448,205.2286,185.8534,19.9158,22.4537,26.1605,-0.4769,-0.166,0.0642,2.8314,2.6097,2.5587,Kirmizi_Pistachio
67625,1157.953,413.7079,216.2977,0.8524,293.4328,0.9468,71427,0.681,1.9127,0.6338,0.7093,0.0061,0.0032,0.5031,0.9622,213.2766,200.7982,184.3478,18.6103,20.2492,20.3306,-0.7021,-0.4634,0.4542,3.4065,3.5935,5.1117,Kirmizi_Pistachio
75330,1214.089,436.8484,222.0092,0.8612,309.6985,0.9702,77640,0.7731,1.9677,0.6422,0.7089,0.0058,0.0029,0.5026,0.989,223.5558,211.6769,197.1618,22.0083,22.814,24.6231,-1.076,-0.8875,-0.7006,3.3638,3.2477,3.0436,Kirmizi_Pistachio
76164,1123.151,457.5223,214.1462,0.8837,311.4081,0.9788,77811,0.7506,2.1365,0.7587,0.6806,0.006,0.0028,0.4633,0.9898,236.8439,231.5861,200.9656,22.7398,23.7402,21.6556,-1.5677,-1.1933,-0.7236,5.06,3.9414,3.3049,Kirmizi_Pistachio
65570,2071.4451,418.0258,217.1458,0.8545,288.94,0.8976,73054,0.5945,1.9251,0.192,0.6912,0.0064,0.0033,0.4778,0.9197,225.3987,216.9854,195.7207,25.2646,28.5443,28.0747,-0.6584,-0.6223,-0.6653,2.3546,2.3268,2.4757,Kirmizi_Pistachio
64771,1478.691,446.959,190.6946,0.9044,287.1742,0.9285,69756,0.7067,2.3438,0.3723,0.6425,0.0069,0.0029,0.4128,0.9676,195.0337,187.3211,178.2211,16.2629,17.667,19.7592,0.3779,0.6626,1.0049,4.3247,4.6252,5.221,Kirmizi_Pistachio
71771,1425.094,445.004,211.9985,0.8792,302.294,0.9294,77220,0.745,2.0991,0.4441,0.6793,0.0062,0.003,0.4615,0.9686,202.0185,192.5244,181.1449,20.3919,23.3679,26.7196,0.3379,0.6221,0.9958,2.8729,3.1256,3.7007,Kirmizi_Pistachio
84232,1528.723,484.7547,229.0246,0.8814,327.4867,0.9417,89443,0.615,2.1166,0.4529,0.6756,0.0058,0.0027,0.4564,0.966,211.5171,204.4062,193.4265,19.7833,20.7514,20.5681,-0.8914,-0.7439,-0.2897,3.095,2.963,2.8326,Kirmizi_Pistachio
75031,1159.2629,456.2571,222.0204,0.8736,309.0832,0.9331,80407,0.6655,2.055,0.7016,0.6774,0.0061,0.003,0.4589,0.9431,236.0551,230.4329,216.4153,24.3314,27.1959,25.7069,-1.26,-1.1121,-0.943,3.6206,3.2907,2.8578,Kirmizi_Pistachio
71407,1176.4659,443.3218,211.6084,0.8787,301.5265,0.9437,75664,0.7116,2.095,0.6483,0.6802,0.0062,0.003,0.4626,0.9692,215.8177,201.5972,189.5243,27.5949,30.2014,26.0846,-0.376,-0.3864,-0.3745,1.7809,1.778,2.2485,Kirmizi_Pistachio
75516,1731.484,411.7352,245.762,0.8023,310.0806,0.9148,82546,0.7169,1.6753,0.3165,0.7531,0.0055,0.0033,0.5672,0.9502,226.9058,219.3537,200.8503,25.8412,28.7529,31.9152,-0.7759,-0.6548,-0.432,2.6256,2.4217,2.2938,Kirmizi_Pistachio
84529,1169.575,476.1964,228.5816,0.8773,328.0635,0.9888,85490,0.787,2.0833,0.7765,0.6889,0.0056,0.0027,0.4746,0.9888,220.7026,212.8225,197.2249,17.3908,18.7416,19.9761,-0.7525,-0.4371,-0.1963,3.4796,2.9409,3.2232,Kirmizi_Pistachio
62238,1814.608,405.7151,205.6124,0.8621,281.5029,0.8895,69971,0.6034,1.9732,0.2375,0.6938,0.0065,0.0033,0.4814,0.9499,217.2877,207.4105,186.1213,20.5431,23.3355,25.9713,-0.6682,-0.484,-0.2163,2.9807,2.7377,2.6745,Kirmizi_Pistachio
74244,2004.193,431.8755,249.3853,0.8164,307.4579,0.8425,88119,0.657,1.7318,0.2323,0.7119,0.0058,0.0034,0.5068,0.8777,209.4746,198.3632,180.1173,21.3188,21.3771,19.5887,-0.517,-0.4716,-0.3797,2.2604,2.2957,2.6053,Kirmizi_Pistachio
72577,1765.828,503.3036,194.4765,0.9223,303.9867,0.8879,81744,0.7244,2.588,0.2925,0.604,0.0069,0.0027,0.3648,0.9441,199.6414,189.603,178.0476,20.7816,22.7046,25.1262,0.4565,0.5735,0.6817,2.9679,2.9633,3.1636,Kirmizi_Pistachio
65565,1115.9399,438.7311,197.1891,0.8933,288.929,0.9378,69915,0.7139,2.2249,0.6616,0.6586,0.0067,0.003,0.4337,0.9649,208.8326,194.6885,179.2249,19.9426,21.5134,21.3844,-0.5733,-0.5783,-0.4827,2.3233,2.389,2.3183,Kirmizi_Pistachio
65994,2394.1021,437.4028,213.106,0.8733,289.8727,0.8685,75987,0.6656,2.0525,0.1447,0.6627,0.0066,0.0032,0.4392,0.9014,208.8175,198.1584,175.5928,17.541,18.412,25.4907,-0.4654,-0.2051,-0.0339,3.1337,3.2606,4.2195,Kirmizi_Pistachio
63050,1649.811,394.5666,230.5279,0.8116,283.3333,0.8815,71526,0.6735,1.7116,0.2911,0.7181,0.0063,0.0037,0.5156,0.8826,221.2945,209.3783,188.7244,22.667,22.4915,21.1201,-0.5594,-0.5715,-0.5165,2.4584,2.4344,2.3364,Kirmizi_Pistachio
78830,1525.908,418.7831,243.061,0.8143,316.8114,0.9528,82738,0.7454,1.723,0.4254,0.7565,0.0053,0.0031,0.5723,0.986,222.3044,210.9367,193.8992,24.1685,25.5375,27.7864,-0.4374,-0.2288,-0.0109,2.3468,2.1141,1.9927,Kirmizi_Pistachio
67873,1328.665,444.0167,200.4494,0.8923,293.9704,0.9549,71081,0.6245,2.2151,0.4831,0.6621,0.0065,0.003,0.4383,0.971,217.8001,204.6013,186.437,19.7816,22.5845,26.9732,-0.7898,-0.4358,0.0842,2.9835,2.8319,3.0042,Kirmizi_Pistachio
60519,1036.614,417.9505,187.7278,0.8934,277.5882,0.9837,61520,0.746,2.2264,0.7077,0.6642,0.0069,0.0031,0.4411,0.9821,220.9156,205.9261,188.2228,23.1751,22.7507,20.7895,-0.6282,-0.6137,-0.4656,2.7665,2.6403,2.5308,Kirmizi_Pistachio
69417,1199.814,442.4721,202.4234,0.8892,297.2953,0.9777,70998,0.7603,2.1859,0.606,0.6719,0.0064,0.0029,0.4514,0.9868,212.3776,206.1989,186.297,20.2861,21.2453,21.615,-0.8696,-0.6581,-0.4311,3.022,2.8803,2.9439,Kirmizi_Pistachio
85660,1188.316,474.8121,234.9223,0.869,330.251,0.9873,86763,0.753,2.0211,0.7623,0.6955,0.0055,0.0027,0.4838,0.9778,217.5101,208.1564,203.1079,16.091,15.8807,14.3014,-1.3304,-1.0241,-0.707,5.3295,4.5537,4.113,Kirmizi_Pistachio
64046,1431.364,409.9027,207.0709,0.863,285.5624,0.9182,69755,0.6562,1.9795,0.3928,0.6967,0.0064,0.0032,0.4853,0.9607,213.908,203.0908,190.7372,26.6013,28.7347,30.2821,-0.241,-0.0754,-0.0136,2.0976,1.9812,2.0894,Kirmizi_Pistachio
72064,1151.364,436.2237,213.0541,0.8726,302.9104,0.9781,73679,0.767,2.0475,0.6831,0.6944,0.0061,0.003,0.4822,0.9873,230.6158,219.7892,194.4882,26.2604,26.9255,26.8914,-1.0975,-0.9313,-0.6887,3.1229,2.8681,2.5008,Kirmizi_Pistachio
51626,1030.5439,381.8336,178.0177,0.8847,256.3831,0.9589,53839,0.6754,2.1449,0.6109,0.6715,0.0074,0.0034,0.4508,0.967,189.3511,179.1799,167.027,16.5976,17.5232,16.7867,0.3167,0.3644,0.454,2.6078,2.6842,3.064,Kirmizi_Pistachio
77603,1137.225,418.1591,245.092,0.8102,314.3362,0.981,79102,0.6393,1.7061,0.754,0.7517,0.0054,0.0032,0.5651,0.9641,228.0317,207.7238,173.7847,22.0399,20.2491,20.273,-0.8986,-0.7793,-0.6731,3.1993,3.1707,3.1381,Kirmizi_Pistachio
81733,1291.535,467.2177,226.7052,0.8744,322.5921,0.949,86121,0.6764,2.0609,0.6157,0.6905,0.0057,0.0028,0.4767,0.9825,218.3544,206.0525,190.6314,21.7015,23.132,26.8097,-0.3861,-0.0893,0.3637,2.7575,2.7271,2.9306,Kirmizi_Pistachio
71560,1225.517,426.2491,218.7881,0.8582,301.8493,0.9492,75387,0.7279,1.9482,0.5987,0.7082,0.006,0.0031,0.5015,0.977,223.4793,208.7202,189.6099,28.6395,30.5463,30.6506,-0.506,-0.4674,-0.4186,1.9425,1.9466,2.1842,Kirmizi_Pistachio
75944,1206.291,409.6142,239.2557,0.8117,310.958,0.9749,77897,0.7338,1.712,0.6558,0.7591,0.0054,0.0032,0.5763,0.9867,213.4822,198.0202,169.2683,19.2766,21.4277,24.4482,-0.7834,-0.3705,-0.0922,3.1107,2.5387,3.083,Kirmizi_Pistachio
53898,999.22,354.2534,202.1277,0.8212,261.9639,0.9235,58360,0.5984,1.7526,0.6784,0.7395,0.0066,0.0038,0.5468,0.9584,200.2475,192.3705,167.993,19.8056,20.3085,21.7522,-0.2097,-0.1301,-0.0744,2.1575,2.2835,3.1814,Kirmizi_Pistachio
58747,1323.016,462.1706,166.2839,0.933,273.4941,0.9328,62980,0.5789,2.7794,0.4218,0.5918,0.0079,0.0028,0.3502,0.9733,187.0815,177.2823,169.646,15.8245,16.5916,18.7724,0.4735,0.6156,0.8541,3.2485,3.5511,4.2605,Kirmizi_Pistachio
74993,1128.313,448.2543,215.2649,0.8771,309.0049,0.9805,76486,0.761,2.0823,0.7402,0.6894,0.006,0.0029,0.4752,0.9895,227.9854,220.1741,206.9887,24.1779,25.4769,24.6455,-0.9311,-0.7197,-0.5054,3.0589,2.8255,2.6174,Kirmizi_Pistachio
67543,1130.658,451.7998,193.119,0.904,293.2549,0.9568,70591,0.7381,2.3395,0.6639,0.6491,0.0067,0.0029,0.4213,0.9856,226.6322,221.015,215.0342,21.2745,23.2135,22.626,-0.7663,-0.5844,-0.4437,3.4043,3.044,3.1337,Kirmizi_Pistachio
77892,1448.8051,436.2948,243.0868,0.8304,314.9209,0.9088,85709,0.7049,1.7948,0.4663,0.7218,0.0056,0.0031,0.521,0.9351,219.57,208.494,181.8115,22.1053,23.1819,27.9284,-0.8074,-0.705,-0.6675,2.6738,2.5193,2.9061,Kirmizi_Pistachio
73389,1098.171,385.104,244.8001,0.772,305.6825,0.9828,74673,0.7478,1.5731,0.7647,0.7938,0.0052,0.0033,0.6301,0.9912,207.0059,193.3003,183.5687,19.2741,20.5261,19.8361,-0.1217,0.0158,0.1463,2.1976,2.1013,2.2682,Kirmizi_Pistachio
67270,1084.45,425.1971,204.9928,0.8761,292.6616,0.9711,69272,0.7504,2.0742,0.7188,0.6883,0.0063,0.003,0.4738,0.9827,232.0502,225.3076,196.7187,24.1879,26.4544,27.2019,-0.8846,-0.6758,-0.4558,2.902,2.5082,2.3304,Kirmizi_Pistachio
67479,1129.502,408.6271,214.1121,0.8517,293.1159,0.969,69635,0.7443,1.9085,0.6647,0.7173,0.0061,0.0032,0.5145,0.982,204.569,191.6666,180.4889,16.9842,17.6319,20.6258,-0.2247,0.0578,0.6074,3.4315,3.7853,4.9397,Kirmizi_Pistachio
87728,1916.079,466.1459,267.3908,0.8191,334.2137,0.8576,102293,0.6723,1.7433,0.3003,0.717,0.0053,0.003,0.514,0.8961,228.8356,218.6404,199.9445,24.034,26.61,27.8719,-0.9135,-0.6838,-0.2653,3.014,2.6819,2.2809,Kirmizi_Pistachio
65887,1226.8669,438.0079,201.4647,0.8879,289.6376,0.9184,71743,0.6786,2.1741,0.5501,0.6613,0.0066,0.0031,0.4373,0.9507,220.7063,211.5923,198.7324,26.2747,29.2439,29.9469,-0.4494,-0.2799,-0.2319,2.1553,2.0517,2.1428,Kirmizi_Pistachio
78148,1867.463,438.0012,235.8488,0.8426,315.438,0.9302,84013,0.735,1.8571,0.2816,0.7202,0.0056,0.003,0.5187,0.9632,216.465,206.4292,189.8699,22.0271,23.5733,27.9102,-0.5733,-0.3666,0.0287,2.7652,2.6839,2.5873,Kirmizi_Pistachio
71972,1093.48,437.0005,217.7932,0.867,302.717,0.9517,75625,0.7441,2.0065,0.7564,0.6927,0.0061,0.003,0.4799,0.9628,237.0998,219.781,183.3259,23.4977,24.9506,22.1765,-1.2387,-0.9797,-0.8706,3.4377,2.9819,2.7116,Kirmizi_Pistachio
66182,1127.674,407.3528,214.0756,0.8508,290.2853,0.9645,68621,0.7303,1.9028,0.654,0.7126,0.0062,0.0032,0.5078,0.9663,201.104,188.8548,168.6889,17.7471,18.0426,19.5635,-0.0259,0.2765,0.7018,2.9388,3.0634,3.6795,Kirmizi_Pistachio
80428,1528.296,464.1943,224.5781,0.8752,320.0064,0.9721,82734,0.7409,2.067,0.4327,0.6894,0.0058,0.0028,0.4752,0.9823,237.4279,231.7045,212.3279,24.0559,26.0557,24.571,-1.4075,-1.2004,-0.9695,3.9084,3.4594,3.1518,Kirmizi_Pistachio
67549,1263.192,431.1825,213.6102,0.8687,293.2679,0.9117,74089,0.6853,2.0185,0.532,0.6801,0.0064,0.0032,0.4626,0.9338,220.3029,208.6003,193.4242,25.3414,27.7434,27.5824,-0.3506,-0.2608,-0.2477,2.0644,2.0326,1.9089,Kirmizi_Pistachio
82580,1201.869,471.6422,226.6239,0.877,324.2593,0.9738,84804,0.7367,2.0812,0.7184,0.6875,0.0057,0.0027,0.4727,0.9837,209.1405,202.7798,194.0782,18.8505,20.197,20.2116,-0.244,-0.0682,0.1629,2.9671,2.7892,2.8766,Kirmizi_Pistachio
78827,2755.0491,498.7084,233.7637,0.8833,316.8054,0.8542,92287,0.6831,2.1334,0.1305,0.6353,0.0063,0.003,0.4035,0.8609,217.907,210.801,194.6188,27.2178,29.9667,29.2481,-0.3473,-0.1923,0.0441,2.1639,2.0647,2.177,Kirmizi_Pistachio
73197,1383.817,432.2907,226.5098,0.8517,305.2823,0.9269,78972,0.6413,1.9085,0.4803,0.7062,0.0059,0.0031,0.4987,0.9518,210.6614,198.4042,185.165,18.2077,19.8321,17.5922,-0.4113,-0.497,0.0824,2.7812,2.9204,3.0175,Kirmizi_Pistachio
67486,1254.58,435.8694,204.1778,0.8835,293.1311,0.9468,71280,0.7509,2.1348,0.5388,0.6725,0.0065,0.003,0.4523,0.9655,230.0887,223.5283,198.7857,27.3573,31.168,30.7225,-0.8937,-0.761,-0.5975,2.5808,2.3417,2.1482,Kirmizi_Pistachio
67297,1135.11,422.0551,206.534,0.8721,292.7203,0.9607,70053,0.7059,2.0435,0.6563,0.6936,0.0063,0.0031,0.481,0.983,219.7509,206.4915,202.8027,24.0223,26.1297,25.6501,-0.3112,-0.1988,-0.2586,2.3836,2.3302,2.522,Kirmizi_Pistachio
82148,1233.542,485.0299,220.6042,0.8906,323.4101,0.9609,85489,0.7492,2.1986,0.6784,0.6668,0.0059,0.0027,0.4446,0.9775,221.1967,212.5512,206.4838,24.3063,25.2057,24.0368,-0.7362,-0.6455,-0.4596,2.6262,2.5164,2.3544,Kirmizi_Pistachio
48770,2225.429,375.4734,199.815,0.8466,249.1905,0.7681,63495,0.5746,1.8791,0.1237,0.6637,0.0077,0.0041,0.4405,0.8277,193.0208,181.9344,170.9381,17.0138,17.8291,19.9975,0.0399,0.1107,0.0953,2.4627,2.6089,2.9427,Kirmizi_Pistachio
70106,1115.47,432.6415,217.0622,0.865,298.767,0.9455,74144,0.7325,1.9932,0.708,0.6906,0.0062,0.0031,0.4769,0.9505,226.6761,221.766,204.7883,25.1163,26.6586,26.3471,-0.7096,-0.5524,-0.0849,2.6356,2.4995,2.2836,Kirmizi_Pistachio
60694,2086.55,423.8828,194.9007,0.888,277.9892,0.8996,67467,0.7255,2.1749,0.1752,0.6558,0.007,0.0032,0.4301,0.9354,201.81,188.3306,174.1808,21.4259,24.0428,25.4469,0.2995,0.3598,0.5526,2.4413,2.4519,3.1488,Kirmizi_Pistachio
73508,1485.879,472.5662,210.5107,0.8953,305.9302,0.9328,78807,0.6938,2.2449,0.4184,0.6474,0.0064,0.0029,0.4191,0.9408,211.5179,204.1982,192.6848,20.6216,22.5388,24.4915,-0.5517,-0.4013,-0.0084,2.8569,2.7674,3.0239,Kirmizi_Pistachio
71848,1138.556,462.0606,206.0044,0.8951,302.4561,0.9411,76343,0.7149,2.243,0.6965,0.6546,0.0064,0.0029,0.4285,0.9611,232.2297,219.8807,199.7256,22.3685,22.921,22.8729,-1.2226,-1.0576,-0.6698,4.1088,3.7977,2.8894,Kirmizi_Pistachio
75029,1459.381,421.1766,240.2017,0.8214,309.0791,0.936,80155,0.6927,1.7534,0.4427,0.7338,0.0056,0.0032,0.5385,0.9443,214.6412,203.4756,187.9489,21.7308,24.2249,28.3911,-0.2294,0.0251,0.5039,2.5664,2.5919,2.6358,Kirmizi_Pistachio
53594,1321.155,386.377,182.4593,0.8815,261.224,0.928,57755,0.7157,2.1176,0.3858,0.6761,0.0072,0.0034,0.4571,0.9679,204.4965,184.213,187.9279,19.3605,21.1571,20.8951,-0.3831,0.0963,-0.5673,2.2679,2.4445,2.4308,Kirmizi_Pistachio
81061,1692.101,457.3645,236.0149,0.8566,321.2632,0.8837,91729,0.6486,1.9379,0.3558,0.7024,0.0056,0.0029,0.4934,0.9561,208.8838,199.9588,190.4125,18.0746,18.0578,18.566,-0.8154,-0.6507,-0.3435,3.4055,3.2153,3.4118,Kirmizi_Pistachio
72169,1779.605,447.7899,218.2805,0.8731,303.131,0.9037,79861,0.6959,2.0514,0.2864,0.6769,0.0062,0.003,0.4583,0.9401,220.1968,209.7407,191.5525,23.785,24.2936,23.8997,-0.8089,-0.7321,-0.6108,2.7331,2.6167,2.6417,Kirmizi_Pistachio
72129,1988.524,427.3333,230.5246,0.842,303.047,0.8418,85686,0.6516,1.8537,0.2292,0.7092,0.0059,0.0032,0.5029,0.9323,205.7304,197.5838,183.6856,23.6054,25.0894,25.4004,-0.1549,-0.1642,-0.2886,2.0217,2.0476,2.0545,Kirmizi_Pistachio
88064,1329.155,460.8669,245.5073,0.8463,334.8531,0.9734,90472,0.7548,1.8772,0.6264,0.7266,0.0052,0.0028,0.5279,0.991,226.7196,214.355,200.6467,20.8178,20.1862,20.945,-1.3455,-1.2785,-0.6109,4.3791,4.4034,3.5185,Kirmizi_Pistachio
77232,1117.431,439.6949,230.5794,0.8515,313.5839,0.9518,81139,0.7547,1.9069,0.7773,0.7132,0.0057,0.003,0.5086,0.9699,207.7834,198.0694,182.1626,18.0023,18.8175,19.1423,-0.3666,-0.1981,0.3282,3.1147,3.14,4.0481,Kirmizi_Pistachio
86454,1206.754,459.0285,252.7641,0.8347,331.778,0.9234,93621,0.7365,1.816,0.746,0.7228,0.0053,0.0029,0.5224,0.9487,222.2176,207.0143,184.5919,23.035,24.9698,24.591,-0.2268,4.0E-4,-0.235,2.2477,2.3397,3.0161,Kirmizi_Pistachio
66146,1116.3879,439.9942,200.2433,0.8904,290.2063,0.9361,70660,0.7105,2.1973,0.6669,0.6596,0.0067,0.003,0.435,0.9559,208.5231,193.4529,176.1599,17.3853,18.6101,18.6727,-0.5005,-0.5664,-0.168,2.6108,2.8409,2.7457,Kirmizi_Pistachio
73828,1987.047,457.0342,266.923,0.8117,306.5954,0.7965,92690,0.5934,1.7122,0.235,0.6708,0.0062,0.0036,0.45,0.7705,204.756,192.6992,175.1742,18.3616,18.4116,20.1473,-0.3724,-0.2118,-0.0513,2.6103,2.7395,3.3882,Kirmizi_Pistachio
67664,1218.5291,439.3765,198.2363,0.8924,293.5174,0.9616,70366,0.7544,2.2164,0.5727,0.668,0.0065,0.0029,0.4463,0.9891,213.5195,198.6096,197.973,21.565,22.195,22.5367,-0.4531,-0.1462,-0.5505,2.5024,2.52,2.6908,Kirmizi_Pistachio
76212,1184.293,457.3364,219.2388,0.8776,311.5062,0.9665,78850,0.7664,2.086,0.6828,0.6811,0.006,0.0029,0.4639,0.9678,226.1888,216.1988,199.8668,24.745,26.3089,26.7718,-0.9572,-0.7648,-0.6915,3.0659,2.776,2.8189,Kirmizi_Pistachio
78202,2082.624,444.6622,250.8203,0.8257,315.547,0.885,88363,0.7176,1.7728,0.2266,0.7096,0.0057,0.0032,0.5036,0.8928,212.3969,201.84,193.2789,20.0012,21.3387,20.1274,-0.6928,-0.6069,-0.4076,2.8089,2.775,3.0482,Kirmizi_Pistachio
74947,1074.4301,407.2418,238.3277,0.8109,308.9102,0.9794,76522,0.6641,1.7087,0.8158,0.7585,0.0054,0.0032,0.5754,0.9832,228.9367,214.885,186.6202,26.4352,26.4838,28.1067,-0.9386,-0.6133,-0.1951,2.8338,2.556,2.2426,Kirmizi_Pistachio
72594,1199.269,438.1911,213.6348,0.8731,304.0223,0.9703,74818,0.789,2.0511,0.6343,0.6938,0.006,0.0029,0.4814,0.9874,214.4506,198.088,174.5199,18.5321,18.7139,18.8621,-0.623,-0.5041,-0.3204,3.3605,3.2981,3.5095,Kirmizi_Pistachio
73893,1104.075,437.978,217.0961,0.8685,306.7303,0.9807,75345,0.7864,2.0174,0.7618,0.7003,0.0059,0.0029,0.4905,0.9895,219.1015,207.528,188.7438,23.4703,24.7305,25.6342,-0.7022,-0.6509,-0.6045,2.3864,2.2302,2.2458,Kirmizi_Pistachio
55933,1065.739,364.35,200.6012,0.8348,266.8635,0.9568,58457,0.7136,1.8163,0.6188,0.7324,0.0065,0.0036,0.5365,0.9744,194.0669,187.2731,187.3955,19.6358,19.7158,18.1535,-0.1164,-0.1439,-0.4499,2.0112,2.0226,2.1725,Kirmizi_Pistachio
71193,1147.624,422.2492,219.2613,0.8546,301.0743,0.9629,73938,0.7072,1.9258,0.6793,0.713,0.0059,0.0031,0.5084,0.9791,214.6295,199.257,175.2611,18.0142,18.8944,23.16,-0.716,-0.1879,0.2722,3.562,3.3691,2.6977,Kirmizi_Pistachio
60789,1036.1479,412.5437,190.2175,0.8874,278.2067,0.9793,62075,0.7766,2.1688,0.7115,0.6744,0.0068,0.0031,0.4548,0.9863,219.1389,205.369,179.5219,19.5157,18.2867,15.628,-1.0538,-1.0865,-0.9543,3.4568,3.5848,3.6102,Kirmizi_Pistachio
71173,1650.584,394.5998,240.7359,0.7923,301.032,0.9181,77524,0.725,1.6391,0.3283,0.7629,0.0055,0.0034,0.582,0.954,206.7571,196.3792,184.1626,19.8304,21.7147,25.6973,-0.3464,-0.2391,-0.3805,2.5493,2.5214,2.4504,Kirmizi_Pistachio
54675,1863.24,370.5511,289.2766,0.6249,263.8454,0.6839,79942,0.5844,1.281,0.1979,0.712,0.0068,0.0053,0.507,0.6494,206.9691,196.3716,179.8802,18.5805,19.5644,19.5957,-0.4828,-0.4238,-0.0284,2.7197,2.7935,3.1302,Kirmizi_Pistachio
63714,1652.208,415.7028,222.0418,0.8454,284.8213,0.8545,74563,0.6452,1.8722,0.2933,0.6852,0.0065,0.0035,0.4694,0.8789,206.9741,193.5495,182.8546,22.8899,24.8123,21.4818,-0.1081,-0.0346,0.1654,2.1643,2.3034,2.3779,Kirmizi_Pistachio
74823,1724.351,435.1196,227.8139,0.852,308.6545,0.954,78432,0.7313,1.91,0.3162,0.7094,0.0058,0.003,0.5032,0.9611,221.0558,211.3884,190.4621,25.5013,26.8349,27.3011,-0.5279,-0.2645,0.1111,2.3069,2.222,2.3276,Kirmizi_Pistachio
70394,1238.661,435.3858,211.9258,0.8735,299.3801,0.9535,73828,0.7509,2.0544,0.5766,0.6876,0.0062,0.003,0.4728,0.9714,210.9913,198.5811,181.9833,22.7878,25.5591,26.3111,-0.4421,-0.3574,-0.4399,2.0817,2.0828,2.2455,Kirmizi_Pistachio
79386,1257.4659,462.4738,231.0645,0.8662,317.9267,0.9291,85445,0.7082,2.0015,0.6309,0.6874,0.0058,0.0029,0.4726,0.9459,197.0623,184.3008,166.8966,21.9464,23.5036,26.8017,0.4762,0.4421,0.398,2.2528,2.2101,2.2726,Kirmizi_Pistachio
75669,1436.559,415.8894,239.3196,0.8178,310.3945,0.9406,80444,0.7388,1.7378,0.4608,0.7463,0.0055,0.0032,0.557,0.968,226.0413,220.2121,206.6059,25.0632,29.4443,24.2776,-0.8315,-0.8545,-0.3025,2.7759,2.8401,2.46,Kirmizi_Pistachio
